id,sender,subject,content,category,is_relevant,timestamp
509,ana@yahoo.com,Reunião de família no domingo,"Oi!

Reunião de família no domingo

Espero sua resposta!

Beijos,
Maria Flor",pessoal,1,2025-06-13T21:45:32.634773
510,premio@sorteio.com,Oferta GRÁTIS por tempo limitado,"PARABÉNS!!!

Oferta GRÁTIS por tempo limitado

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-06-21T12:02:22.359102
511,gerente@empresa.com,Reunião de projeto amanhã às 14h,"Bom dia,

Precisamos alinhar alguns pontos sobre reunião de projeto amanhã às 14h.

Podemos conversar hoje?

Abraços,
Lorena da Conceição",importante,1,2025-06-26T06:40:37.284879
512,ofertas@marketplace.com,Cupom de desconto exclusivo,"🎉 Cupom de desconto exclusivo 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-07-01T09:14:08.604711
513,premio@sorteio.com,Oferta GRÁTIS por tempo limitado,"PARABÉNS!!!

Oferta GRÁTIS por tempo limitado

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-06-22T15:59:56.131497
514,cliente@cliente.com,Contrato para revisão urgente,"Prezado(a),

Segue em anexo os documentos relacionados a contrato para revisão urgente.

Qualquer dúvida, estou à disposição.

Cordialmente,
Sra. Bárbara Cavalcanti",importante,1,2025-06-19T02:35:34.969887
515,cliente@cliente.com,Feedback sobre apresentação,"Bom dia,

Precisamos alinhar alguns pontos sobre feedback sobre apresentação.

Podemos conversar hoje?

Abraços,
Maria Eduarda Porto",importante,1,2025-06-26T09:07:00.090271
516,ganhe@dinheiro.com,PARABÉNS! Você ganhou R$ 10.000!,"Você foi SELECIONADO!

PARABÉNS! Você ganhou R$ 10.000!

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-07-07T01:34:43.931696
517,promocoes@loja.com,Oferta especial para você,"🎉 Oferta especial para você 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-10T06:01:18.196227
518,premio@sorteio.com,Sorteio de iPhone - Você foi sorteado! - Ganhe dinheiro trabalhando em casa,"PARABÉNS!!!

Sorteio de iPhone - Você foi sorteado!

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-06-21T06:05:11.563432
519,cliente@cliente.com,Cliente solicitou alterações,"Prezado(a),

Segue em anexo os documentos relacionados a cliente solicitou alterações.

Qualquer dúvida, estou à disposição.

Cordialmente,
Yan Pimenta",importante,1,2025-06-26T23:38:09.112504
520,promocoes@loja.com,Cashback de 20% em compras - Que tal um almoço amanhã?,"🎉 Cashback de 20% em compras 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-07-01T09:19:07.624228
521,rh@empresa.com,Revisão de código necessária,"Prezado(a),

Segue em anexo os documentos relacionados a revisão de código necessária.

Qualquer dúvida, estou à disposição.

Cordialmente,
Hellena Pimenta",importante,1,2025-06-30T10:29:10.380631
522,naoresponda@spam.com,Ganhe dinheiro trabalhando em casa - Parabéns pelo novo emprego!,"Você foi SELECIONADO!

Ganhe dinheiro trabalhando em casa

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-07-07T12:24:24.375657
523,premio@sorteio.com,Ganhe dinheiro trabalhando em casa,"🚨 URGENTE 🚨

Ganhe dinheiro trabalhando em casa

Não perca esta chance única!

Confirme seus dados: site-falso.com",spam,0,2025-06-24T12:15:04.986812
524,ofertas@marketplace.com,Black Friday chegou - Até 70% de desconto - Clique aqui para receber seu prêmio,"Promoção especial para você!

Black Friday chegou - Até 70% de desconto

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-12T14:56:07.181769
525,promocoes@loja.com,Promoção relâmpago - Apenas hoje - Reunião de projeto amanhã às 14h,"Olá!

Promoção relâmpago - Apenas hoje

Válido até 2025-07-20.

Compre agora!",promocional,0,2025-06-18T00:48:27.167370
526,rh@empresa.com,Deadline do projeto movido,"Olá,

Espero que esteja bem. Gostaria de discutir sobre deadline do projeto movido.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Levi Leão",importante,1,2025-06-25T14:07:58.568816
527,ofertas@marketplace.com,Cashback de 20% em compras,"Promoção especial para você!

Cashback de 20% em compras

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-21T19:48:23.391996
528,ofertas@marketplace.com,Liquidação de fim de estoque,"🎉 Liquidação de fim de estoque 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-15T16:34:05.681420
529,cliente@cliente.com,Feedback sobre apresentação,"Bom dia,

Precisamos alinhar alguns pontos sobre feedback sobre apresentação.

Podemos conversar hoje?

Abraços,
Maria Fernanda Leão",importante,1,2025-07-01T22:02:04.029526
530,ana@yahoo.com,Parabéns pelo novo emprego!,"Olá querido(a),

Lembrete: parabéns pelo novo emprego!

Nos vemos em breve!

Com carinho,
Evelyn",pessoal,1,2025-06-23T16:20:51.930321
531,newsletter@empresa.com,Black Friday chegou - Até 70% de desconto,"Olá!

Black Friday chegou - Até 70% de desconto

Válido até 2025-07-18.

Compre agora!",promocional,0,2025-06-13T23:24:28.697278
532,joao@hotmail.com,Parabéns pelo novo emprego!,"Oi!

Parabéns pelo novo emprego!

Espero sua resposta!

Beijos,
Pedro Lucas",pessoal,1,2025-06-29T12:52:06.866713
533,naoresponda@spam.com,Oferta GRÁTIS por tempo limitado,"🚨 URGENTE 🚨

Oferta GRÁTIS por tempo limitado

Não perca esta chance única!

Confirme seus dados: site-falso.com",spam,0,2025-06-15T07:41:53.871985
534,ana@yahoo.com,Que tal um almoço amanhã?,"Oi!

Que tal um almoço amanhã?

Espero sua resposta!

Beijos,
Maria Laura",pessoal,1,2025-06-27T21:11:18.498958
535,promocoes@loja.com,Black Friday chegou - Até 70% de desconto,"🎉 Black Friday chegou - Até 70% de desconto 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-07-07T20:03:21.076736
536,gerente@empresa.com,Entrega do relatório mensal,"Olá,

Espero que esteja bem. Gostaria de discutir sobre entrega do relatório mensal.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Rebeca Pereira",importante,1,2025-06-27T22:29:58.766221
537,projeto@empresa.com,Reunião de projeto amanhã às 14h,"Olá,

Espero que esteja bem. Gostaria de discutir sobre reunião de projeto amanhã às 14h.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Zoe Rezende",importante,1,2025-06-13T11:14:59.099291
538,promocoes@loja.com,Cupom de desconto exclusivo,"Olá!

Cupom de desconto exclusivo

Válido até 2025-07-25.

Compre agora!",promocional,0,2025-06-14T21:44:00.715096
539,rh@empresa.com,Cliente solicitou alterações,"Prezado(a),

Segue em anexo os documentos relacionados a cliente solicitou alterações.

Qualquer dúvida, estou à disposição.

Cordialmente,
Valentim Ramos",importante,1,2025-06-10T10:49:52.225305
540,joao@hotmail.com,Que tal um almoço amanhã?,"Oi!

Tudo bem? que tal um almoço amanhã?

Me avisa se pode!

Abraços,
Natália",pessoal,1,2025-06-24T14:04:25.362796
541,ofertas@marketplace.com,50% OFF em todos os produtos!,"Promoção especial para você!

50% OFF em todos os produtos!

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-26T04:17:54.359024
542,rh@empresa.com,Revisão de código necessária,"Olá,

Espero que esteja bem. Gostaria de discutir sobre revisão de código necessária.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Sr. Thiago Gonçalves",importante,1,2025-07-09T00:56:01.341169
543,rh@empresa.com,Entrega do relatório mensal,"Prezado(a),

Segue em anexo os documentos relacionados a entrega do relatório mensal.

Qualquer dúvida, estou à disposição.

Cordialmente,
Julia Viana",importante,1,2025-06-16T13:35:19.053644
544,premio@sorteio.com,Clique aqui para receber seu prêmio,"🚨 URGENTE 🚨

Clique aqui para receber seu prêmio

Não perca esta chance única!

Confirme seus dados: site-falso.com",spam,0,2025-06-28T17:10:38.696806
545,ofertas@marketplace.com,Promoção relâmpago - Apenas hoje,"🎉 Promoção relâmpago - Apenas hoje 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-15T23:39:04.508176
546,gerente@empresa.com,Feedback sobre apresentação,"Prezado(a),

Segue em anexo os documentos relacionados a feedback sobre apresentação.

Qualquer dúvida, estou à disposição.

Cordialmente,
Maria Luiza Albuquerque",importante,1,2025-06-29T23:33:04.923593
547,gerente@empresa.com,Proposta comercial - Prazo até sexta,"Prezado(a),

Segue em anexo os documentos relacionados a proposta comercial - prazo até sexta.

Qualquer dúvida, estou à disposição.

Cordialmente,
Ayla Gomes",importante,1,2025-07-07T10:27:34.593555
548,rh@empresa.com,Feedback sobre apresentação,"Olá,

Espero que esteja bem. Gostaria de discutir sobre feedback sobre apresentação.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Matheus Fogaça",importante,1,2025-06-24T15:53:50.061162
549,newsletter@empresa.com,Promoção relâmpago - Apenas hoje,"Promoção especial para você!

Promoção relâmpago - Apenas hoje

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-27T04:08:59.665793
550,gerente@empresa.com,Revisão de código necessária,"Olá,

Espero que esteja bem. Gostaria de discutir sobre revisão de código necessária.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Vitor Freitas",importante,1,2025-06-19T22:54:11.810504
551,promocoes@loja.com,Promoção relâmpago - Apenas hoje,"Olá!

Promoção relâmpago - Apenas hoje

Válido até 2025-08-07.

Compre agora!",promocional,0,2025-06-28T09:18:55.978161
552,newsletter@empresa.com,Oferta especial para você,"Olá!

Oferta especial para você

Válido até 2025-07-30.

Compre agora!",promocional,0,2025-06-18T16:36:11.336814
553,maria@gmail.com,Convite para aniversário no sábado,"Oi!

Convite para aniversário no sábado

Espero sua resposta!

Beijos,
Aylla",pessoal,1,2025-06-10T02:55:05.791379
554,promocoes@loja.com,Cupom de desconto exclusivo,"🎉 Cupom de desconto exclusivo 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-19T14:24:12.563542
555,ganhe@dinheiro.com,PARABÉNS! Você ganhou R$ 10.000!,"🚨 URGENTE 🚨

PARABÉNS! Você ganhou R$ 10.000!

Não perca esta chance única!

Confirme seus dados: site-falso.com",spam,0,2025-07-02T07:15:11.886985
556,ofertas@marketplace.com,Liquidação de fim de estoque,"Olá!

Liquidação de fim de estoque

Válido até 2025-07-17.

Compre agora!",promocional,0,2025-06-26T08:48:31.631237
557,ganhe@dinheiro.com,Oferta GRÁTIS por tempo limitado,"Você foi SELECIONADO!

Oferta GRÁTIS por tempo limitado

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-25T22:36:01.460843
558,promocoes@loja.com,Cashback de 20% em compras,"🎉 Cashback de 20% em compras 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-19T08:17:09.264220
559,promocoes@loja.com,Cupom de desconto exclusivo - Lembrete: consulta médica,"Promoção especial para você!

Cupom de desconto exclusivo

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-21T11:14:13.354412
560,promocoes@loja.com,Promoção relâmpago - Apenas hoje,"🎉 Promoção relâmpago - Apenas hoje 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-14T13:57:16.910453
561,cliente@cliente.com,Revisão de código necessária,"Olá,

Espero que esteja bem. Gostaria de discutir sobre revisão de código necessária.

Por favor, confirme sua disponibilidade.

Atenciosamente,
André da Conceição",importante,1,2025-06-24T15:21:35.499910
562,premio@sorteio.com,PARABÉNS! Você ganhou R$ 10.000!,"Você foi SELECIONADO!

PARABÉNS! Você ganhou R$ 10.000!

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-07-06T03:48:06.270306
563,naoresponda@spam.com,Clique aqui para receber seu prêmio,"Você foi SELECIONADO!

Clique aqui para receber seu prêmio

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-10T06:52:57.315196
564,ana@yahoo.com,Parabéns pelo novo emprego!,"Oi!

Tudo bem? parabéns pelo novo emprego!

Me avisa se pode!

Abraços,
Maria Fernanda",pessoal,1,2025-06-24T12:55:14.894670
565,premio@sorteio.com,Sorteio de iPhone - Você foi sorteado!,"PARABÉNS!!!

Sorteio de iPhone - Você foi sorteado!

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-06-19T08:26:31.794782
566,ana@yahoo.com,Convite para aniversário no sábado,"Oi!

Convite para aniversário no sábado

Espero sua resposta!

Beijos,
Enzo Gabriel",pessoal,1,2025-07-07T05:38:20.307691
567,rh@empresa.com,Entrega do relatório mensal - Que tal um almoço amanhã?,"Olá,

Espero que esteja bem. Gostaria de discutir sobre entrega do relatório mensal.

Por favor, confirme sua disponibilidade.

Atenciosamente,
José Alves",importante,1,2025-06-27T12:26:10.761220
568,projeto@empresa.com,Proposta comercial - Prazo até sexta,"Olá,

Espero que esteja bem. Gostaria de discutir sobre proposta comercial - prazo até sexta.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Bella da Rosa",importante,1,2025-06-18T09:54:15.539825
569,premio@sorteio.com,Você foi selecionado para um prêmio - Você foi selecionado para um prêmio,"PARABÉNS!!!

Você foi selecionado para um prêmio

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-06-15T05:36:06.180860
570,promocoes@loja.com,50% OFF em todos os produtos!,"Promoção especial para você!

50% OFF em todos os produtos!

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-17T23:51:39.017709
571,projeto@empresa.com,Reunião de projeto amanhã às 14h,"Olá,

Espero que esteja bem. Gostaria de discutir sobre reunião de projeto amanhã às 14h.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Lara Pacheco",importante,1,2025-07-03T08:55:49.852333
572,maria@gmail.com,Reunião de família no domingo,"Olá querido(a),

Lembrete: reunião de família no domingo

Nos vemos em breve!

Com carinho,
Beatriz",pessoal,1,2025-06-13T20:32:49.000965
573,newsletter@empresa.com,Liquidação de fim de estoque - Ganhe dinheiro trabalhando em casa,"Olá!

Liquidação de fim de estoque

Válido até 2025-07-25.

Compre agora!",promocional,0,2025-06-17T12:27:25.789329
574,cliente@cliente.com,Feedback sobre apresentação,"Prezado(a),

Segue em anexo os documentos relacionados a feedback sobre apresentação.

Qualquer dúvida, estou à disposição.

Cordialmente,
Alícia Marques",importante,1,2025-06-28T10:45:55.471483
575,promocoes@loja.com,50% OFF em todos os produtos! - Cashback de 20% em compras,"🎉 50% OFF em todos os produtos! 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-07-02T09:49:12.133361
576,joao@hotmail.com,Reunião de família no domingo,"Oi!

Reunião de família no domingo

Espero sua resposta!

Beijos,
Heloísa",pessoal,1,2025-06-17T07:12:04.892300
577,ana@yahoo.com,Reunião de família no domingo,"Olá querido(a),

Lembrete: reunião de família no domingo

Nos vemos em breve!

Com carinho,
Sophia",pessoal,1,2025-06-29T19:31:16.064941
578,projeto@empresa.com,Reunião de projeto amanhã às 14h,"Prezado(a),

Segue em anexo os documentos relacionados a reunião de projeto amanhã às 14h.

Qualquer dúvida, estou à disposição.

Cordialmente,
Luiz Otávio Caldeira",importante,1,2025-06-23T05:20:37.703604
579,gerente@empresa.com,Aprovação de orçamento,"Bom dia,

Precisamos alinhar alguns pontos sobre aprovação de orçamento.

Podemos conversar hoje?

Abraços,
Luara Pastor",importante,1,2025-07-01T18:22:49.087399
580,cliente@cliente.com,Entrega do relatório mensal,"Bom dia,

Precisamos alinhar alguns pontos sobre entrega do relatório mensal.

Podemos conversar hoje?

Abraços,
Benício Sá",importante,1,2025-06-20T16:11:34.160729
581,newsletter@empresa.com,Black Friday chegou - Até 70% de desconto,"Olá!

Black Friday chegou - Até 70% de desconto

Válido até 2025-07-19.

Compre agora!",promocional,0,2025-07-08T10:02:14.335743
582,ofertas@marketplace.com,Liquidação de fim de estoque,"Olá!

Liquidação de fim de estoque

Válido até 2025-07-21.

Compre agora!",promocional,0,2025-06-27T23:57:54.965814
583,newsletter@empresa.com,50% OFF em todos os produtos!,"Olá!

50% OFF em todos os produtos!

Válido até 2025-08-04.

Compre agora!",promocional,0,2025-06-23T12:02:39.088623
584,premio@sorteio.com,PARABÉNS! Você ganhou R$ 10.000!,"Você foi SELECIONADO!

PARABÉNS! Você ganhou R$ 10.000!

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-18T20:42:39.261741
585,rh@empresa.com,Revisão de código necessária,"Prezado(a),

Segue em anexo os documentos relacionados a revisão de código necessária.

Qualquer dúvida, estou à disposição.

Cordialmente,
Benjamin Pires",importante,1,2025-06-14T06:31:01.325355
586,newsletter@empresa.com,Oferta especial para você,"🎉 Oferta especial para você 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-25T23:31:57.613331
587,ganhe@dinheiro.com,Oferta GRÁTIS por tempo limitado,"Você foi SELECIONADO!

Oferta GRÁTIS por tempo limitado

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-09T06:59:57.781482
588,newsletter@empresa.com,50% OFF em todos os produtos!,"Olá!

50% OFF em todos os produtos!

Válido até 2025-07-09.

Compre agora!",promocional,0,2025-06-25T03:18:19.980359
589,promocoes@loja.com,Cashback de 20% em compras,"Olá!

Cashback de 20% em compras

Válido até 2025-07-13.

Compre agora!",promocional,0,2025-06-19T17:54:59.379957
590,maria@gmail.com,Fotos das férias em família,"Oi!

Tudo bem? fotos das férias em família

Me avisa se pode!

Abraços,
Caroline",pessoal,1,2025-06-17T10:31:22.325699
591,gerente@empresa.com,Reunião de projeto amanhã às 14h - Reunião de família no domingo,"Olá,

Espero que esteja bem. Gostaria de discutir sobre reunião de projeto amanhã às 14h.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Maria Laura Cavalcante",importante,1,2025-07-07T13:50:55.630239
592,gerente@empresa.com,Feedback sobre apresentação,"Olá,

Espero que esteja bem. Gostaria de discutir sobre feedback sobre apresentação.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Vitor Hugo Santos",importante,1,2025-06-29T17:27:21.376805
593,newsletter@empresa.com,Cashback de 20% em compras,"Promoção especial para você!

Cashback de 20% em compras

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-10T15:33:10.765571
594,gerente@empresa.com,Revisão de código necessária,"Prezado(a),

Segue em anexo os documentos relacionados a revisão de código necessária.

Qualquer dúvida, estou à disposição.

Cordialmente,
Anthony Gabriel da Conceição",importante,1,2025-06-24T01:29:06.083403
595,ganhe@dinheiro.com,PARABÉNS! Você ganhou R$ 10.000! - Reunião de família no domingo,"PARABÉNS!!!

PARABÉNS! Você ganhou R$ 10.000!

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-06-22T03:38:36.998877
596,promocoes@loja.com,Cupom de desconto exclusivo,"🎉 Cupom de desconto exclusivo 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-29T21:15:03.626358
597,naoresponda@spam.com,Oferta GRÁTIS por tempo limitado,"🚨 URGENTE 🚨

Oferta GRÁTIS por tempo limitado

Não perca esta chance única!

Confirme seus dados: site-falso.com",spam,0,2025-07-04T20:57:05.284646
598,ganhe@dinheiro.com,Você foi selecionado para um prêmio,"Você foi SELECIONADO!

Você foi selecionado para um prêmio

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-10T02:07:42.865816
599,promocoes@loja.com,Oferta especial para você,"Promoção especial para você!

Oferta especial para você

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-27T19:53:53.813441
600,maria@gmail.com,Parabéns pelo novo emprego!,"Oi!

Parabéns pelo novo emprego!

Espero sua resposta!

Beijos,
Lucas Gabriel",pessoal,1,2025-07-02T20:45:15.501946
601,premio@sorteio.com,Sorteio de iPhone - Você foi sorteado!,"PARABÉNS!!!

Sorteio de iPhone - Você foi sorteado!

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-07-07T01:07:55.008970
602,projeto@empresa.com,Reunião de projeto amanhã às 14h,"Bom dia,

Precisamos alinhar alguns pontos sobre reunião de projeto amanhã às 14h.

Podemos conversar hoje?

Abraços,
Sr. Davi Miguel Moreira",importante,1,2025-07-03T18:27:15.891075
603,projeto@empresa.com,Cliente solicitou alterações,"Olá,

Espero que esteja bem. Gostaria de discutir sobre cliente solicitou alterações.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Vinicius da Mata",importante,1,2025-06-09T22:10:07.614653
604,ofertas@marketplace.com,Promoção relâmpago - Apenas hoje,"Promoção especial para você!

Promoção relâmpago - Apenas hoje

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-16T06:00:40.700247
605,joao@hotmail.com,Reunião de família no domingo,"Oi!

Tudo bem? reunião de família no domingo

Me avisa se pode!

Abraços,
Maria Cecília",pessoal,1,2025-07-08T03:44:45.447417
606,cliente@cliente.com,Contrato para revisão urgente,"Bom dia,

Precisamos alinhar alguns pontos sobre contrato para revisão urgente.

Podemos conversar hoje?

Abraços,
Isadora Casa Grande",importante,1,2025-06-10T01:08:44.069791
607,newsletter@empresa.com,Oferta especial para você,"🎉 Oferta especial para você 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-23T05:26:25.027278
608,newsletter@empresa.com,Liquidação de fim de estoque,"🎉 Liquidação de fim de estoque 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-07-01T18:37:47.330470
609,ana@yahoo.com,Fotos das férias em família,"Olá querido(a),

Lembrete: fotos das férias em família

Nos vemos em breve!

Com carinho,
Laís",pessoal,1,2025-07-08T17:20:39.248235
610,gerente@empresa.com,Revisão de código necessária,"Prezado(a),

Segue em anexo os documentos relacionados a revisão de código necessária.

Qualquer dúvida, estou à disposição.

Cordialmente,
Emilly Vieira",importante,1,2025-06-27T22:44:28.950232
611,ofertas@marketplace.com,Oferta especial para você,"🎉 Oferta especial para você 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-16T04:52:18.773058
612,rh@empresa.com,Aprovação de orçamento,"Prezado(a),

Segue em anexo os documentos relacionados a aprovação de orçamento.

Qualquer dúvida, estou à disposição.

Cordialmente,
Ana Julia Araújo",importante,1,2025-07-02T18:14:21.737584
613,ana@yahoo.com,Reunião de família no domingo,"Olá querido(a),

Lembrete: reunião de família no domingo

Nos vemos em breve!

Com carinho,
Maitê",pessoal,1,2025-06-27T08:35:25.006124
614,promocoes@loja.com,Liquidação de fim de estoque,"Promoção especial para você!

Liquidação de fim de estoque

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-21T21:36:17.010982
615,promocoes@loja.com,Promoção relâmpago - Apenas hoje,"Olá!

Promoção relâmpago - Apenas hoje

Válido até 2025-08-05.

Compre agora!",promocional,0,2025-06-27T22:03:37.479081
616,joao@hotmail.com,Que tal um almoço amanhã?,"Olá querido(a),

Lembrete: que tal um almoço amanhã?

Nos vemos em breve!

Com carinho,
Théo",pessoal,1,2025-06-19T00:21:41.272115
617,ana@yahoo.com,Reunião de família no domingo,"Oi!

Reunião de família no domingo

Espero sua resposta!

Beijos,
Maria Sophia",pessoal,1,2025-06-09T21:01:22.675208
618,rh@empresa.com,Aprovação de orçamento,"Olá,

Espero que esteja bem. Gostaria de discutir sobre aprovação de orçamento.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Maria Sophia Vasconcelos",importante,1,2025-06-13T06:49:28.601131
619,ana@yahoo.com,Parabéns pelo novo emprego!,"Oi!

Tudo bem? parabéns pelo novo emprego!

Me avisa se pode!

Abraços,
Ester",pessoal,1,2025-07-08T07:44:45.966075
620,newsletter@empresa.com,Cashback de 20% em compras,"🎉 Cashback de 20% em compras 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-07-03T04:02:52.493948
621,gerente@empresa.com,Revisão de código necessária,"Olá,

Espero que esteja bem. Gostaria de discutir sobre revisão de código necessária.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Sr. Gael Montenegro",importante,1,2025-06-13T10:32:21.116504
622,promocoes@loja.com,Promoção relâmpago - Apenas hoje,"Promoção especial para você!

Promoção relâmpago - Apenas hoje

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-13T22:57:09.321725
623,premio@sorteio.com,Oferta GRÁTIS por tempo limitado,"Você foi SELECIONADO!

Oferta GRÁTIS por tempo limitado

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-11T17:27:44.379905
624,ana@yahoo.com,Lembrete: consulta médica,"Olá querido(a),

Lembrete: lembrete: consulta médica

Nos vemos em breve!

Com carinho,
André",pessoal,1,2025-06-11T16:54:47.517361
625,rh@empresa.com,Entrega do relatório mensal,"Olá,

Espero que esteja bem. Gostaria de discutir sobre entrega do relatório mensal.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Arthur Cassiano",importante,1,2025-06-16T06:13:10.656773
626,ana@yahoo.com,Fotos das férias em família,"Oi!

Tudo bem? fotos das férias em família

Me avisa se pode!

Abraços,
Renan",pessoal,1,2025-06-10T07:29:07.798497
627,premio@sorteio.com,PARABÉNS! Você ganhou R$ 10.000!,"Você foi SELECIONADO!

PARABÉNS! Você ganhou R$ 10.000!

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-25T23:13:18.616028
628,projeto@empresa.com,Feedback sobre apresentação,"Bom dia,

Precisamos alinhar alguns pontos sobre feedback sobre apresentação.

Podemos conversar hoje?

Abraços,
Giovanna Jesus",importante,1,2025-06-23T11:21:55.103206
629,naoresponda@spam.com,Você foi selecionado para um prêmio,"Você foi SELECIONADO!

Você foi selecionado para um prêmio

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-07-07T05:15:57.415495
630,newsletter@empresa.com,Black Friday chegou - Até 70% de desconto,"🎉 Black Friday chegou - Até 70% de desconto 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-21T01:24:11.560210
631,premio@sorteio.com,Ganhe dinheiro trabalhando em casa,"PARABÉNS!!!

Ganhe dinheiro trabalhando em casa

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-07-07T04:28:47.894102
632,gerente@empresa.com,Proposta comercial - Prazo até sexta,"Prezado(a),

Segue em anexo os documentos relacionados a proposta comercial - prazo até sexta.

Qualquer dúvida, estou à disposição.

Cordialmente,
João Felipe Vargas",importante,1,2025-07-02T02:18:46.523401
633,naoresponda@spam.com,Ganhe dinheiro trabalhando em casa,"Você foi SELECIONADO!

Ganhe dinheiro trabalhando em casa

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-22T06:08:21.279419
634,rh@empresa.com,Cliente solicitou alterações,"Bom dia,

Precisamos alinhar alguns pontos sobre cliente solicitou alterações.

Podemos conversar hoje?

Abraços,
Clara Nunes",importante,1,2025-06-11T10:06:14.851946
635,newsletter@empresa.com,Oferta especial para você,"Promoção especial para você!

Oferta especial para você

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-14T16:08:22.408911
